,Treatment,Nucleus Mean Intensity,Nucleus Area Size,Nucleus Eccentricity,Nucleus Compactness,Nucleus Texture Variance
1928,A13318152,0.017750611,13936.0,0.667093138,1.139723482,0.341036456
1929,A13318152,0.027072972,12753.0,0.730489561,1.250631685,1.070814344
1930,A13318152,0.026119295,11927.0,0.414922015,1.115114922,1.033807804
1931,A13318152,0.02658567,11896.0,0.768504058,1.231141584,0.801438365
1932,A13318152,0.02763715,14047.0,0.7651961,1.216230698,0.889645551
1933,A13318152,0.01674477,11249.0,0.717788342,1.224415193,0.267164763
1934,A13318152,0.029346691,12106.0,0.667646459,1.139614798,1.614470773
1935,A13318152,0.027213132,14156.0,0.709737454,1.208654056,0.714570591
1936,A13318152,0.029938087,14061.0,0.643100475,1.187311506,1.834646474
1937,A13318152,0.022508159,18214.0,0.648817698,1.224614605,0.752617546
1938,A13318152,0.028023713,10335.0,0.678690534,1.249390201,3.542679849
1939,A13318152,0.023408192,13459.0,0.804334047,1.424598727,0.432628082
1940,A13318152,0.023586165,11651.0,0.678511796,1.246509891,0.930017332
1941,A13318152,0.027663888,12550.0,0.77934484,1.243265141,0.956395932
1942,A13318152,0.023503713,11860.0,0.774594048,1.387001495,0.738581346
1943,A13318152,0.02693771,23030.0,0.721954025,1.430899638,1.330651684
1944,A13318152,0.021584066,16428.0,0.767429993,1.199832026,0.546631504
1945,A13318152,0.026118899,17249.0,0.507277647,1.185893576,0.903948938
1946,A13318152,0.023523478,9595.0,0.585281169,1.241876307,0.54391672
1947,A13318152,0.022909318,8654.0,0.761360515,1.362421728,0.537014359
1948,A13318152,0.022528162,23829.0,0.731932437,1.980932617,0.733216552
1949,A13318152,0.02361834,9729.0,0.802931309,1.259017334,0.414119523
1950,A13318152,0.024539254,9482.0,0.838827504,1.276702229,0.6994738
1951,A13318152,0.022184755,12868.0,0.616068566,1.245488369,0.479038361
1952,A13318152,0.022906741,14385.0,0.400471932,1.143541031,0.592451611
1953,A13318152,0.021848085,21194.0,0.604466861,1.16931801,0.782328687
1954,A13318152,0.023592759,16449.0,0.704087072,1.268072738,0.754546451
1955,A13318152,0.026749235,8212.0,0.763144048,1.341346403,3.70246196
1956,A13318152,0.021469953,12260.0,0.755043831,1.195148723,0.752929956
1957,A13318152,0.015937737,14347.0,0.796869451,1.506175271,0.251513592
1958,A13318152,0.01979378,11203.0,0.837505514,1.324593028,0.365669487
1959,A13318152,0.020985638,15898.0,0.498897826,1.13100868,0.510465466
1960,A13318152,0.02417621,15090.0,0.724781041,1.223071906,0.591089505
1961,A13318152,0.018787308,9870.0,0.622150072,1.130981778,0.780979242
1962,A13318152,0.018673056,12451.0,0.663478494,1.173148114,0.541704827
1963,A13318152,0.023124244,10856.0,0.630080876,1.407384765,3.731608702
1964,A13318152,0.017473181,13648.0,0.52559239,1.154420329,0.376166681
1965,A13318152,0.018016481,10579.0,0.668859287,1.166815757,0.540351984
1966,A13318152,0.019382634,12655.0,0.727155485,1.174024686,0.651058761
1967,A13318152,0.02142333,12364.0,0.602774439,1.1487712,0.760801009
1968,A13318152,0.017953413,9818.0,0.692778999,1.18844902,0.46447123
1969,A13318152,0.019029546,12294.0,0.668559729,2.026479126,0.591765668
1970,A13318152,0.020115662,20545.0,0.52948157,1.134427823,0.716838618
1971,A13318152,0.018762554,16404.0,0.473932441,1.186721267,0.509708207
1972,A13318152,0.018537424,14994.0,0.616990843,1.16349313,0.531260494
1973,A13318152,0.025570998,14577.0,0.609632136,1.157239832,0.692582897
1974,A13318152,0.025623066,15535.0,0.637320576,1.161964704,0.810535403
1976,A13318152,0.020781418,12170.0,0.735084679,1.175698213,0.332509506
1977,A13318152,0.02182566,24135.0,0.65119647,1.296154954,0.519274415
1978,A13318152,0.023195432,11732.0,0.651300876,1.196453356,0.52468683
1979,A13318152,0.022792037,20719.0,0.595915824,1.149982086,0.632898836
1981,A13318152,0.024163072,16533.0,0.496661195,1.162885002,0.596016547
1982,A13318152,0.024225434,26910.0,0.82240347,1.621823126,0.495810355
1983,A13318152,0.020529307,10716.0,0.279529035,1.117887935,0.404360091
1984,A13318152,0.024961383,17277.0,0.627233695,1.163966738,0.640161945
1985,A13318152,0.024680057,14760.0,0.663281487,1.152134107,0.769241318
1986,A13318152,0.025431416,26775.0,0.736013018,1.634978234,0.880701788
1987,A13318152,0.016370149,16881.0,0.410700467,1.384884109,0.667967949
1988,A13318152,0.025272652,12935.0,0.570005066,1.150122766,0.739889088
1989,A13318152,0.021702468,10326.0,0.7758747,1.261413782,1.698698652
1990,A13318152,0.024386186,8769.0,0.847456755,1.310340516,1.074658261
1991,A13318152,0.021363815,9326.0,0.846465715,1.92524396,0.27287113
1992,A13318152,0.028313662,19735.0,0.578205224,1.136960743,1.049404057
1993,A13318152,0.024245964,15595.0,0.470549615,1.125222772,0.44469732
1994,A13318152,0.018270019,13317.0,0.802468972,1.230979457,0.443796801
1995,A13318152,0.023378151,14876.0,0.743187151,1.346840593,0.57036915
1996,A13318152,0.017022916,11629.0,0.82290516,1.279041476,0.43133181
1997,A13318152,0.021069345,16714.0,0.867030669,1.572508509,0.961541723
1998,A13318152,0.027409644,17874.0,0.425532465,1.133872795,0.913381155
1999,A13318152,0.024918639,15030.0,0.667048307,1.191506656,1.016557302
2000,A13318152,0.018594597,15714.0,0.878856305,1.408831229,0.403713415
2001,A13318152,0.02049418,13485.0,0.891640607,2.125829099,0.2232532
2002,A13318152,0.024889285,16307.0,0.646497871,1.146077325,1.099312593
2003,A13318152,0.024583109,14999.0,0.618704229,1.227200264,0.860108515
2004,A13318152,0.02303123,15725.0,0.478474435,1.141118059,0.545845762
2005,A13318152,0.019876117,17979.0,0.538422431,1.293841823,0.477118743
2006,A13318152,0.018702443,12405.0,0.697150483,1.212855457,0.349398383
2007,A13318152,0.020811831,16166.0,0.583148393,1.134297797,0.624591959
2008,A13318152,0.021648497,16057.0,0.695241243,1.173748774,0.758575767
2010,A13318152,0.019440024,16011.0,0.683355827,1.227191804,0.266885155
2011,A13318152,0.017413996,11826.0,0.557126834,1.132432884,0.384389461
2012,A13318152,0.019043759,10072.0,0.501329156,1.166440797,0.415931252
2013,A13318152,0.016796865,16271.0,0.633923659,1.237909824,0.3097871
2014,A13318152,0.017620509,12133.0,0.741213032,1.176912958,0.295495644
2015,A13318152,0.016308737,13049.0,0.677446211,1.159975668,0.360144998
2016,A13318152,0.022397915,8975.0,0.71377217,1.265870822,0.612116051
2017,A13318152,0.020857147,12210.0,0.548299671,1.174856192,0.548670899
2018,A13318152,0.018592438,14814.0,0.748125593,1.269698645,0.500657525
2019,A13318152,0.024085897,12152.0,0.649550233,1.162338787,0.632528328
2020,A13318152,0.021195977,8323.0,0.853438451,1.38159,0.454840887
2021,A13318152,0.018590054,11802.0,0.637335397,1.20992077,0.319305619
2022,A13318152,0.023815131,10625.0,0.763402884,1.214431712,0.534722488
2023,A13318152,0.024019461,8903.0,0.484437155,1.14148885,1.022807236
2024,A13318152,0.021087501,15744.0,0.868326708,2.508925936,0.325470803
2025,A13318152,0.016480694,12506.0,0.759199341,1.460845317,0.266672004
2026,A13318152,0.020306078,10329.0,0.792223465,1.251622445,0.531749268
2027,A13318152,0.01989816,9453.0,0.640125495,1.171340521,0.320382539
2028,A13318152,0.023255499,12955.0,0.758500523,1.227588243,0.65359556
2029,A13318152,0.025375291,14453.0,0.701472294,1.186597119,0.767714485
2030,A13318152,0.022554651,8779.0,0.480596837,1.172458216,0.518199347
2031,A13318152,0.024846311,20116.0,0.729817712,1.209252773,0.879125295
2032,A13318152,0.022588146,9136.0,0.632264958,1.474970962,0.639486487
2033,A13318152,0.018912174,8676.0,0.805760751,1.337368514,0.334126338
2034,A13318152,0.023071638,10268.0,0.767880564,1.223708551,0.564331807
2035,A13318152,0.026879905,8410.0,0.634843271,1.193284544,0.999783023
2036,A13318152,0.022809509,11156.0,0.672793156,1.145166676,0.764998902
2037,A13318152,0.028939696,14184.0,0.664930317,1.172975216,2.03027971
2038,A13318152,0.020299294,15455.0,0.926384019,2.266826995,0.634732575
2039,A13318152,0.025570497,9849.0,0.832431893,1.579733198,0.884445232
2040,A13318152,0.01866261,12491.0,0.556811036,1.239242268,0.349182052
2041,A13318152,0.018259822,9277.0,0.644001715,1.823007149,0.370252475
2042,A13318152,0.024516767,11942.0,0.638796154,1.228698895,0.935117512
2043,A13318152,0.02287981,16387.0,0.690781918,1.193386472,0.584700472
2044,A13318152,0.016281283,14225.0,0.608625051,1.58478574,0.303981251
2045,A13318152,0.018412204,11027.0,0.72751302,1.392451202,0.383750407
2046,A13318152,0.023358852,15384.0,0.795234617,1.251060433,0.857030669
2047,A13318152,0.026294702,8210.0,0.745813956,1.341673162,2.346154257
2048,A13318152,0.021553134,17068.0,0.555510752,1.136353146,0.970867342
2049,A13318152,0.016079489,10334.0,0.560696896,2.542768036,0.100761599
2050,A13318152,0.019389177,17356.0,0.668132633,1.211212995,0.421164125
2051,A13318152,0.019993687,13173.0,0.558459365,1.144695502,0.52545763
2052,A13318152,0.025231152,15668.0,0.721864811,1.195413924,1.39210003
2053,A13318152,0.019156205,15610.0,0.644709299,1.390007562,0.374086223
2054,A13318152,0.023167545,18453.0,0.887724774,1.679461929,0.753917407
2055,A13318152,0.022373079,10881.0,0.578691832,1.352228695,0.541485929
2056,A13318152,0.022522071,11246.0,0.678431223,1.214762003,0.706962253
2057,A13318152,0.021719196,12005.0,0.678812642,1.290342751,0.493260732
2058,A13318152,0.023820143,15240.0,0.662903839,1.161757622,0.6703164
2059,A13318152,0.017065121,17986.0,0.60430515,1.165022848,0.296723616
2060,A13318152,0.02321651,15298.0,0.629527446,1.218716759,0.596613514
2061,A13318152,0.021388622,12805.0,0.701904063,1.151836355,0.582286475
2062,A13318152,0.018805509,9642.0,0.688513572,1.290807481,0.653723101
2063,A13318152,0.02096574,18187.0,0.350008231,1.129803881,0.506664607
2064,A13318152,0.020306437,9776.0,0.514664782,1.132029048,0.482247799
2065,A13318152,0.018750607,11677.0,0.59378942,1.174843545,0.472329191
2066,A13318152,0.019545384,10157.0,0.549113481,1.247419609,0.588383709
2067,A13318152,0.019833446,12471.0,0.690512,1.340487443,0.482437237
2068,A13318152,0.017243874,10874.0,0.712462316,1.213204907,0.331482219
2069,A13318152,0.021224895,7885.0,0.702107742,2.104557435,0.320768076
2070,A13318152,0.024248464,21389.0,0.873087343,1.912710112,0.78138664
2071,A13318152,0.025175549,19602.0,0.794487878,1.588403039,1.311133555
2072,A13318152,0.028097376,13569.0,0.758951141,1.357499599,1.580078117
2073,A13318152,0.029534351,8990.0,0.635156688,1.243299042,5.585169345
2074,A13318152,0.022909677,12555.0,0.484095604,1.128159834,0.548677251
2075,A13318152,0.021987614,14780.0,0.707502558,1.182577265,1.047835308
2076,A13318152,0.022360829,9685.0,0.669378399,1.276092718,0.416357073
2077,A13318152,0.03050952,16047.0,0.587092373,1.148972521,1.786717093
2078,A13318152,0.022921384,13609.0,0.796212642,1.865367207,0.418239055
2079,A13318152,0.024217517,11917.0,0.592093854,1.148493634,0.570257486
2080,A13318152,0.021594088,9557.0,0.553487828,1.12966563,0.399317266
2081,A13318152,0.023744626,16390.0,0.700829173,1.160326235,0.530406313
2082,A13318152,0.028767031,15920.0,0.54995595,1.264993559,1.468370089
2083,A13318152,0.029347948,20534.0,0.752208398,1.185141284,1.890031757
2084,A13318152,0.019840881,9304.0,0.805260497,1.369104835,0.313686525
2085,A13318152,0.028624159,17171.0,0.684696208,1.299493326,1.656338449
2086,A13318152,0.031381583,13217.0,0.528538868,1.205736165,1.785677169
2087,A13318152,0.022451698,14200.0,0.68772135,1.201434357,0.734810304
2088,A13318152,0.025800682,12318.0,0.664489025,1.169104424,0.696479916
2089,A13318152,0.02250577,16154.0,0.680179116,1.187819319,0.46583851
2090,A13318152,0.022994492,10895.0,0.515787296,1.135766997,0.556619569
2091,A13318152,0.023915592,10386.0,0.845075755,1.345806191,0.679377251
2092,A13318152,0.02909001,17922.0,0.657384079,1.153033276,0.881646389
2093,A13318152,0.021073394,11414.0,0.583132968,1.133209773,0.465331665
2094,A13318152,0.024892647,10417.0,0.778303866,1.212358094,0.644344538
2095,A13318152,0.021324071,19334.0,0.5869875,1.143920717,0.627446425
2096,A13318152,0.0231549,10112.0,0.725074943,1.163650846,0.528262519
2097,A13318152,0.021311531,9590.0,0.548160469,1.147365734,0.589812501
2098,A13318152,0.022014652,9333.0,0.640033083,1.254308448,0.665153706
2099,A13318152,0.021179219,9917.0,0.700922069,1.396426894,0.954047163
2100,A13318152,0.018561082,14046.0,0.81055891,1.279910767,0.256244046
2101,A13318152,0.020818828,11384.0,0.441630319,1.140067623,0.818956775
2102,A13318152,0.025382164,10281.0,0.518595162,1.116796189,0.898206217
2103,A13318152,0.021722064,19475.0,0.885875971,1.861661501,0.652631135
2104,A13318152,0.023984856,11156.0,0.858618467,1.372312995,0.832722826
2105,A13318152,0.017688913,20656.0,0.60516031,1.18306512,0.461305944
2107,A13318152,0.023562952,22264.0,0.586048636,1.247758994,0.998496645
2108,A13318152,0.030862523,12373.0,0.640644011,1.162030625,1.555573818
2109,A13318152,0.015899782,14234.0,0.644124339,1.295318396,0.251241769
2110,A13318152,0.015142621,10275.0,0.62106045,1.175239438,0.251821641
2111,A13318152,0.025257544,10815.0,0.782585787,1.218868618,0.696829092
2112,A13318152,0.02260555,12652.0,0.761794971,1.283813812,0.780523165
2113,A13318152,0.02527028,10800.0,0.638074738,1.226493361,0.415344831
2114,A13318152,0.023033538,15728.0,0.539244554,1.484298575,0.361914727
2115,A13318152,0.026995474,15729.0,0.737751236,1.223533857,0.634001112
2116,A13318152,0.029857114,9283.0,0.631297733,1.182218732,1.826722958
2117,A13318152,0.018538113,11567.0,0.623500499,1.189365013,0.292009252
2118,A13318152,0.019536669,13573.0,0.786414098,1.305227887,0.42364267
2119,A13318152,0.028157972,21356.0,0.811034452,1.380364034,1.297968301
2120,A13318152,0.021720964,10689.0,0.766329306,1.245386397,0.346020103
2122,A13318152,0.01804377,8231.0,0.749083087,2.135740008,0.31567052
2123,A13318152,0.027074651,12347.0,0.652397211,1.13871687,0.831914136
2124,A13318152,0.020113542,9809.0,0.692921681,1.158241475,0.47604948
2125,A13318152,0.020978351,9148.0,0.853573312,1.66190626,0.248865296
2126,A13318152,0.02710658,10716.0,0.730957635,1.178284331,0.720626411
2127,A13318152,0.027860533,12897.0,0.76734344,1.358385965,1.084394341
2128,A13318152,0.026054166,8854.0,0.747534593,1.226852895,0.780431856
2129,A13318152,0.020403707,13281.0,0.690929619,1.256491324,0.334233797
2130,A13318152,0.029402948,17209.0,0.457413052,1.141108076,1.083311325
2131,A13318152,0.025479268,13401.0,0.760975433,1.228050981,0.576495896
2132,A13318152,0.024515337,9105.0,0.585292859,1.1891406,0.340550755
2133,A13318152,0.024896817,10320.0,0.733534005,1.230448747,0.701942853
2134,A13318152,0.024702371,8429.0,0.834002737,1.394108158,0.411765419
2135,A13318152,0.026512605,13515.0,0.770010659,1.214111951,0.749271648
2136,A13318152,0.025553171,13200.0,0.763033113,1.239330433,0.634484165
2137,A13318152,0.02617852,9440.0,0.653799678,1.152465852,0.932507503
2138,A13318152,0.023618774,11711.0,0.653925906,1.45946589,0.61992088
2139,A13318152,0.02488757,13759.0,0.720505439,1.219053496,0.726758174
2140,A13318152,0.023974293,14748.0,0.725989985,1.200002841,0.558938502
2141,A13318152,0.025099537,9227.0,0.458521557,1.114650104,0.788024516
2142,A13318152,0.026132181,12737.0,0.715718897,1.181467619,0.749505059
2143,A13318152,0.026436347,16287.0,0.48869396,1.128148347,1.182975567
2144,A13318152,0.030810209,14376.0,0.646784075,1.137149601,1.282120237
2145,A13318152,0.020555671,24442.0,0.915029207,1.936835541,0.904271637
2146,A13318152,0.02729507,12587.0,0.419048016,1.141194065,1.078502588
2147,A13318152,0.029623599,10765.0,0.789053016,1.242826795,0.964564504
2148,A13318152,0.022981495,12907.0,0.810848848,1.254166362,0.549996382
2149,A13318152,0.022450228,12264.0,0.592723332,1.144552411,0.500982007
2150,A13318152,0.024691614,12762.0,0.620391535,1.14661619,0.648415194
2151,A13318152,0.026476281,11725.0,0.671590192,1.215316858,0.632674644
2152,A13318152,0.027635898,8090.0,0.7356209,1.240073641,0.850794885
2153,A13318152,0.02633397,14458.0,0.654554584,1.158890051,0.648635708
2154,A13318152,0.020460124,10206.0,0.632804694,1.490795247,0.481983056
2155,A13318152,0.026889144,15106.0,0.674439057,1.306853586,0.955805759
2156,A13318152,0.023042934,9099.0,0.430903876,1.255708541,0.510766273
2157,A13318152,0.026924271,19518.0,0.706127565,1.744152998,0.66509496
2158,A13318152,0.024829758,10565.0,0.763314945,1.20070561,0.829014518
2159,A13318152,0.02732959,12328.0,0.668851319,1.277450675,0.833617577
2160,A13318152,0.024434575,12078.0,0.582493105,1.149800059,0.734822773
2161,A13318152,0.022893938,12264.0,0.671229415,1.244190401,0.601059538
2162,A13318152,0.025680659,10928.0,0.745344824,1.197057299,0.803162035
2163,A13318152,0.021762568,11558.0,0.704281634,1.152316867,0.434195187
2164,A13318152,0.019891166,12571.0,0.741452821,1.225710485,0.338449127
2165,A13318152,0.022330666,10135.0,0.592846045,1.162727314,0.580532071
2166,A13318152,0.022135475,11574.0,0.827285067,1.29329254,0.449343695
2167,A13318152,0.02445724,20595.0,0.706046303,1.376139453,0.889397656
2168,A13318152,0.018225642,12871.0,0.722035566,1.28248159,0.459082181
2169,A13318152,0.02074417,12542.0,0.730650508,1.199282243,0.372324006
2170,A13318152,0.023629236,16944.0,0.611972315,1.19543365,0.789798715
2171,A13318152,0.018886285,23274.0,0.868273136,1.803759502,0.45991225
2172,A13318152,0.017890299,13146.0,0.851287507,1.414201834,0.357890232
2173,A13318152,0.021807604,14101.0,0.487189612,1.137513121,0.654300365
2174,A13318152,0.020907986,13185.0,0.492429599,1.127573651,0.707771076
2175,A13318152,0.023129811,10888.0,0.637279907,1.726517204,0.494651798
2176,A13318152,0.024289313,13772.0,0.489530737,1.139254467,0.814493821
2177,A13318152,0.02359916,15684.0,0.682989644,1.235621318,0.480976738
2178,A13318152,0.026416606,15780.0,0.51471315,1.156580031,0.79969577
2179,A13318152,0.025897458,16216.0,0.626806723,1.144559944,0.958606239
2180,A13318152,0.028309101,19918.0,0.793378604,1.273845727,1.165629777
2182,A13318152,0.026353591,15058.0,0.694374547,1.153749887,1.058635442
2183,A13318152,0.029065911,14299.0,0.789160107,1.305077047,0.969896078
2184,A13318152,0.021856677,10586.0,0.669875417,1.14994731,0.503140555
2185,A13318152,0.023663001,10326.0,0.671201822,1.143009402,0.509312344
2186,A13318152,0.029354823,13133.0,0.601458524,1.161330043,0.837859623
2187,A13318152,0.028231126,8862.0,0.558274853,1.133328594,0.93372374
2188,A13318152,0.028312085,20260.0,0.619994083,1.149958721,0.983642306
2189,A13318152,0.022040231,14416.0,0.579246855,1.126219922,0.763996246
2190,A13318152,0.027646592,11172.0,0.575625497,1.137895189,0.668914928
2191,A13318152,0.027728897,16698.0,0.775081342,1.23706503,1.490001353
2192,A13318152,0.024873512,11144.0,0.735379926,1.183226674,0.705367412
2193,A13318152,0.026485219,14853.0,0.519532288,1.131652498,0.934491126
2194,A13318152,0.022655522,10294.0,0.550772726,1.646363078,0.361093164
2195,A13318152,0.026026415,14706.0,0.476688867,1.118375182,0.88881642
2196,A13318152,0.021130441,9133.0,0.5812117,1.186519621,0.343150063
2197,A13318152,0.022234362,11890.0,0.753792979,1.229793138,0.288099546
2198,A13318152,0.024839905,13524.0,0.777564083,1.239693442,0.660102785
2199,A13318152,0.025392536,13538.0,0.683547291,1.210662309,0.62477647
2200,A13318152,0.017206423,15639.0,0.738795919,1.500781048,0.400924347
2201,A13318152,0.019037539,14033.0,0.712741928,1.225416955,0.423793483
2202,A13318152,0.029598008,16724.0,0.619218796,1.141204354,1.628957887
2203,A13318152,0.023482663,8257.0,0.780754179,1.238590703,0.745698279
2204,A13318152,0.022279714,11001.0,0.767055515,2.032814801,0.447724042
2205,A13318152,0.022026374,21749.0,0.835110181,1.746682146,0.966811118
2206,A13318152,0.026577697,15136.0,0.794407976,1.254694641,0.853916998
2207,A13318152,0.020985223,9731.0,0.555421438,1.153090055,0.466356758
2208,A13318152,0.02153121,13328.0,0.792448527,1.464417406,0.495976175
2209,A13318152,0.022842371,13549.0,0.834519756,1.317298051,0.531938665
2210,A13318152,0.023500218,14047.0,0.722020556,1.185456805,0.666435082
2211,A13318152,0.021904249,14095.0,0.706829808,1.192510433,0.603960028
2212,A13318152,0.021692624,20371.0,0.683751652,1.186610846,1.115284304
2213,A13318152,0.02408787,16786.0,0.75803508,1.190886626,0.619708981
2214,A13318152,0.016585801,7956.0,0.647888084,1.157953384,0.359177741
2215,A13318152,0.022418188,12587.0,0.782542612,1.339613973,0.439782287
2216,A13318152,0.026290842,20848.0,0.670460448,1.156328174,0.694612902
2217,A13318152,0.022722044,17518.0,0.604379935,1.141503888,0.552981267
2218,A13318152,0.0218081,11025.0,0.700142073,1.228024919,0.489194566
2219,A13318152,0.015987854,16145.0,0.409959095,1.141718925,0.298998255
2220,A13318152,0.022633587,9198.0,0.595214344,1.41511287,0.562309268
2221,A13318152,0.024904849,17861.0,0.598775321,1.166070631,0.682674829
2222,A13318152,0.024427397,20828.0,0.831757263,1.591327648,0.831410186
2223,A13318152,0.015347292,12758.0,0.544766098,1.135231663,0.247665945
2224,A13318152,0.0222505,15341.0,0.57055537,1.145728311,0.541771748
2225,A13318152,0.020619626,11553.0,0.821675919,1.332244291,1.118387705
2226,A13318152,0.021962478,14768.0,0.675722536,1.159779115,0.642736174
2227,A13318152,0.018268677,13737.0,0.761522239,1.280056523,0.502964408
2228,A13318152,0.022996723,14252.0,0.60912025,1.167166084,0.398750073
2229,A13318152,0.0226161,14688.0,0.744820081,1.175961542,0.75618522
2230,A13318152,0.023024631,11308.0,0.376226421,1.135821745,0.471182416
2231,A13318152,0.016160899,15828.0,0.647042437,1.209188191,0.335062844
2232,A13318152,0.017071046,16008.0,0.797753665,1.230523373,0.549506801
2233,A13318152,0.021033031,19823.0,0.307365214,1.283897998,0.712339997
2234,A13318152,0.018821207,12003.0,0.631288383,1.166180295,0.497462482
2235,A13318152,0.02351598,18518.0,0.800499555,1.387380341,2.051469558
2236,A13318152,0.019575619,15113.0,0.813975203,1.243123544,0.500545309
2237,A13318152,0.021189357,20558.0,0.582514701,1.136762305,0.674548811
2238,A13318152,0.023691673,12659.0,0.504185678,1.143347532,0.977752581
2239,A13318152,0.025523378,12303.0,0.631173198,1.135338043,1.099620204
2240,A13318152,0.02182422,16444.0,0.759312364,1.254686816,0.867765102
2241,A13318152,0.022068696,17630.0,0.575897512,1.137171336,0.741164445
2242,A13318152,0.023236995,16754.0,0.675414098,1.174111007,0.551642052
2243,A13318152,0.022998069,15806.0,0.693843441,1.172462687,0.620543777
2244,A13318152,0.021164535,16770.0,0.595748339,1.136946582,0.430778742
2245,A13318152,0.026476049,13585.0,0.664232507,1.279949724,2.3160119
2246,A13318152,0.024996883,15279.0,0.691783564,1.329222165,1.002162143
2247,A13318152,0.030078726,19480.0,0.670601616,1.224450931,2.587682487
2248,A13318152,0.022995324,11792.0,0.719284015,1.223464333,0.542377942
2249,A13318152,0.029180741,18885.0,0.66998454,1.173983902,2.033765364
2250,A13318152,0.024089816,12796.0,0.688309323,1.160771641,0.516450063
2251,A13318152,0.022942521,13273.0,0.765760491,1.215331628,0.611634638
2252,A13318152,0.025404415,10223.0,0.693409643,1.149211749,0.879859905
2253,A13318152,0.022174276,11988.0,0.42577279,1.109440747,0.51007864
2254,A13318152,0.022897191,11827.0,0.687260299,1.16762497,0.72925153
2255,A13318152,0.020489803,11437.0,0.68779183,1.202061809,0.413404187
2256,A13318152,0.018773541,17067.0,0.717506577,1.544841139,0.483564085
2257,A13318152,0.016841966,11993.0,0.873101157,1.745943096,0.239766994
2258,A13318152,0.023632229,9939.0,0.680019295,1.160882237,0.64388405
2259,A13318152,0.020824078,10325.0,0.730793668,1.161673122,0.489398369
2260,A13318152,0.023352554,12958.0,0.796495048,1.230293681,0.72915778
2261,A13318152,0.01740015,16083.0,0.663986127,1.578060205,0.255323284
2262,A13318152,0.019219408,13920.0,0.770567286,1.27138232,0.229588949
2263,A13318152,0.017766897,17876.0,0.500826641,1.114763382,0.356359271
2264,A13318152,0.021371274,19075.0,0.839497544,2.170302479,0.445981497
2265,A13318152,0.020371797,10079.0,0.543543482,1.223449472,0.355310464
2266,A13318152,0.018632317,8243.0,0.803387175,1.580957305,0.218887757
2267,A13318152,0.02162268,11536.0,0.554503075,1.223237336,0.524810289
2268,A13318152,0.019671134,10384.0,0.859410984,1.462547341,0.212496669
2269,A13318152,0.025185644,23426.0,0.668106463,1.17671471,1.291572817
2270,A13318152,0.021218656,9809.0,0.938130376,1.73485855,0.346626827
2271,A13318152,0.023150988,15041.0,0.450242692,1.197177419,0.752896146
2272,A13318152,0.024497291,16304.0,0.669389356,1.166645374,0.630341409
2273,A13318152,0.026490347,16086.0,0.406341532,1.126267158,1.462214048
2274,A13318152,0.029824659,11077.0,0.643767259,1.197835097,0.916793321
2275,A13318152,0.027548511,23591.0,0.841472925,1.827155762,1.238567397
2276,A13318152,0.026557639,12581.0,0.61097559,1.165426591,0.74778104
2277,A13318152,0.028371553,10995.0,0.772713433,1.252450217,0.722727072
2278,A13318152,0.028156552,11273.0,0.820279684,1.314635389,0.750628502
2279,A13318152,0.029704812,12093.0,0.690762335,1.223544689,0.682220375
2280,A13318152,0.028627989,10291.0,0.814719894,1.354435637,0.487491363
2281,A13318152,0.029127218,9611.0,0.690881143,1.251742537,0.624807565
2282,A13318152,0.03124131,11401.0,0.636014259,1.222324735,0.66850015
2283,A13318152,0.029169548,17588.0,0.753118155,1.485088093,0.68071567
2284,A13318152,0.031657418,21671.0,0.677977364,1.262439302,3.049572019
2285,A13318152,0.030042802,12552.0,0.662247122,1.370840791,1.008093309
2286,A13318152,0.031329338,12142.0,0.415908089,1.12853061,1.030376367
2287,A13318152,0.035336023,13067.0,0.604925812,1.145964309,1.407308303
2288,A13318152,0.027934592,10309.0,0.507892605,1.130165336,0.538492844
2289,A13318152,0.03145898,21348.0,0.794468203,2.458781548,0.977982347
2290,A13318152,0.028281385,17432.0,0.512765828,1.252834028,0.715591657
2291,A13318152,0.030424612,8631.0,0.648584287,1.319006077,0.648379719
2292,A13318152,0.029126416,12194.0,0.794180043,1.358364925,0.5230275
2293,A13318152,0.033704528,10708.0,0.341545025,1.130869021,1.085412795
2294,A13318152,0.028232768,12320.0,0.705044297,1.237966514,0.428301288
2295,A13318152,0.031552634,9833.0,0.640221965,1.256057068,0.722653636
2296,A13318152,0.030960107,8333.0,0.756827368,1.324186112,0.695911236
2297,A13318152,0.028638967,8554.0,0.803565416,2.105435757,0.551334777
2298,A13318152,0.034612217,14446.0,0.889575851,1.418049697,1.665352037
2299,A13318152,0.032756202,11986.0,0.707590037,1.186196089,0.936313536
2300,A13318152,0.034478167,23950.0,0.863629864,1.668464207,1.108986588
2301,A13318152,0.031397038,19581.0,0.826293956,1.610809544,0.91726607
2302,A13318152,0.029531703,11185.0,0.905397755,1.605540683,0.565720072
2303,A13318152,0.031623677,11635.0,0.668058058,1.14717494,0.782937173
2304,A13318152,0.027921384,9350.0,0.560424405,1.79043378,0.223662504
2305,A13318152,0.02857137,11546.0,0.864815934,1.506254486,0.915540843
2306,A13318152,0.028370837,12632.0,0.496051243,1.346637786,0.576513838
2307,A13318152,0.030961842,10368.0,0.792754378,1.349436164,1.012205819
2308,A13318152,0.02612917,17520.0,0.703291542,1.385073747,0.553586599
2309,A13318152,0.026247537,11577.0,0.76453096,1.25624898,0.432222833
