Treatment,Nucleus Mean Intensity,Nucleus Area Size,Nucleus Eccentricity,Nucleus Compactness,Nucleus Texture Variance
ABT-199,0.032867235,8069,0.653618124,1.368987359,2.636793409
ABT-199,0.022434757,14109,0.767360716,1.240633381,0.607878587
ABT-199,0.026784848,12185,0.477317743,1.115043343,0.786811015
ABT-199,0.027627788,12394,0.755553112,1.670488873,1.381333803
ABT-199,0.020373022,10992,0.6598667,1.842312649,0.232449744
ABT-199,0.028059535,12629,0.82965148,1.300579353,0.739161821
ABT-199,0.014884593,15808,0.668727285,1.205640511,0.168377478
ABT-199,0.024589611,7866,0.630687718,1.547124033,0.710502364
ABT-199,0.026332159,13764,0.705393949,1.324083685,0.840637269
ABT-199,0.02672773,13138,0.724371769,1.185558881,0.750585252
ABT-199,0.02702084,11180,0.702390753,1.237232601,0.58931454
ABT-199,0.025976556,13949,0.709688831,1.182847236,0.629535627
ABT-199,0.023288346,8878,0.768075834,1.245860736,0.477322409
ABT-199,0.027311485,14195,0.79512094,1.28788218,0.865287095
ABT-199,0.022442542,12272,0.562832742,1.168367296,0.596385971
ABT-199,0.017847574,9097,0.27781709,1.293089423,0.278398974
ABT-199,0.015368679,11361,0.702985123,1.885794208,0.177614766
ABT-199,0.019590786,12465,0.792014085,2.042499554,0.269756806
ABT-199,0.023476169,10089,0.581549597,1.152990381,0.682976674
ABT-199,0.020856153,13958,0.4363042,1.142451624,0.700655946
ABT-199,0.02759357,10151,0.768723935,1.232291118,0.702439019
ABT-199,0.025693619,17751,0.486015156,1.122613387,0.933315558
ABT-199,0.024165017,19770,0.603195334,1.564671826,0.62535236
ABT-199,0.013737771,12390,0.699272774,1.326010811,0.258345283
ABT-199,0.0160986,8796,0.668858127,1.19449705,0.117684022
ABT-199,0.014281795,13975,0.522512318,1.15537587,0.232199873
ABT-199,0.022459303,18925,0.493143536,1.125165241,0.596294018
ABT-199,0.024015943,14715,0.629033421,1.14447172,0.72519303
ABT-199,0.016217872,12141,0.489557473,1.310582698,0.1888302
ABT-199,0.023349028,18433,0.627226565,1.133992919,0.689321686
ABT-199,0.021353696,15550,0.584156083,1.130128891,0.59763454
ABT-199,0.014597564,10214,0.568742666,2.727326636,0.381632532
ABT-199,0.023419098,15534,0.482388163,1.164408743,0.907094323
ABT-199,0.017732699,10344,0.792573375,1.480039034,1.828531575
ABT-199,0.019296163,15722,0.690061453,1.19706878,0.475997335
ABT-199,0.024080177,8806,0.744144694,1.268315007,0.861745936
ABT-199,0.021240017,7977,0.854213066,1.437661098,0.411742611
ABT-199,0.020611667,19497,0.79222573,1.358116936,0.797659699
ABT-199,0.023510401,13892,0.542843923,1.168180395,0.902189351
ABT-199,0.024187334,10768,0.832398516,1.546444255,1.101408196
ABT-199,0.018048806,14133,0.48643725,1.622743585,0.556537026
ABT-199,0.024293608,8435,0.631896123,1.188680148,0.659051676
ABT-199,0.021824253,9753,0.431766535,1.173885823,0.648924521
ABT-199,0.022956679,16487,0.618744407,1.171299195,0.908022824
ABT-199,0.029275262,18107,0.812701144,1.313255278,1.969603145
ABT-199,0.028879257,17377,0.698371427,1.369283686,2.151204505
ABT-199,0.024546753,12650,0.771099217,1.267657388,0.703636811
ABT-199,0.021464411,13040,0.632472503,1.75876036,0.647786432
ABT-199,0.019452096,11528,0.742277477,1.336860008,0.482582813
ABT-199,0.025789365,13099,0.820397732,1.281829996,1.093924026
ABT-199,0.025372672,14439,0.865749467,1.383905154,1.245871398
ABT-199,0.020728119,12382,0.463977104,1.179914875,0.467002606
ABT-199,0.025902932,18178,0.421054036,1.112951063,1.087095366
ABT-199,0.022152283,16797,0.838175257,1.654435798,1.262395758
ABT-199,0.0249052,23469,0.780547817,1.580938493,0.727478732
ABT-199,0.046876315,20288,0.281170855,1.470453939,54.00467622
ABT-199,0.037730204,27307,0.889796423,2.033266735,29.53587423
ABT-199,0.027772621,14005,0.708071341,1.215738708,1.121550389
ABT-199,0.026267032,20787,0.824699381,1.414016719,0.756950505
ABT-199,0.024815784,10434,0.720171438,1.172248004,0.823312168
ABT-199,0.019613595,14144,0.769889945,1.244597353,0.454647153
ABT-199,0.024480745,11388,0.689788602,1.197047192,0.748763231
ABT-199,0.021282786,11141,0.449029331,1.231119038,0.528492568
ABT-199,0.019133122,17191,0.637975512,1.440162023,0.298647621
ABT-199,0.019624961,15512,0.749898794,1.394354368,0.366861087
ABT-199,0.020024529,13624,0.741455018,1.904574631,0.468527209
ABT-199,0.01700337,15777,0.461736064,1.131751762,0.214725992
ABT-199,0.021487114,13906,0.66489786,1.149940424,0.601050993
ABT-199,0.023819941,12110,0.620871429,1.1631288,0.54293241
ABT-199,0.024372372,13635,0.688372444,1.182974777,0.65144691
ABT-199,0.023826573,11223,0.622904895,1.206603209,1.101106032
ABT-199,0.022755678,22524,0.893662545,2.189868092,0.556685521
ABT-199,0.022854827,14655,0.605922185,1.159171085,0.626597707
ABT-199,0.024680612,25855,0.765853857,1.575487909,1.556879673
ABT-199,0.020801131,9623,0.47880504,1.542795802,0.523684256
ABT-199,0.018256037,13001,0.758486864,1.906201516,0.488261113
ABT-199,0.023728919,19685,0.479185922,1.147585132,1.267893941
ABT-199,0.02304621,18927,0.754436876,1.216826771,2.069149505
ABT-199,0.026077951,9345,0.554030086,1.145550651,1.874589396
ABT-199,0.013481866,16590,0.507290429,1.180894689,0.460678849
ABT-199,0.024539339,11081,0.818273396,1.321434706,1.608091796
ABT-199,0.01734191,13006,0.801045529,1.285312484,0.41164872
ABT-199,0.023911443,14320,0.652624953,1.169333368,1.562101218
ABT-199,0.019405688,12175,0.770814807,1.292435619,0.428032316
ABT-199,0.032663789,16172,0.630909689,1.132452995,4.68079307
ABT-199,0.018012883,9963,0.21409726,1.252472563,0.554379482
ABT-199,0.022372905,17476,0.554109522,1.137610627,1.773734344
ABT-199,0.024157665,25912,0.917410182,1.704751369,1.266615814
ABT-199,0.028254882,13639,0.307029161,1.20298239,8.291908491
ABT-199,0.022798598,9737,0.399271719,1.209621713,1.832506779
ABT-199,0.016392243,14244,0.69379354,1.173512799,0.849266822
ABT-199,0.021701732,9239,0.703940449,1.195622795,1.71069001
ABT-199,0.02264482,14493,0.565561335,1.168648559,2.125783409
ABT-199,0.018716079,14713,0.727510579,1.21763157,1.831827459
ABT-199,0.046294444,14113,0.34361756,1.123701324,69.47162221
ABT-199,0.021097233,12351,0.513789785,1.13015853,1.221847098
ABT-199,0.024139301,10087,0.674494029,1.218843514,1.233938478
ABT-199,0.02181021,12515,0.626453706,1.179399685,0.919108036
ABT-199,0.012847229,10254,0.779227228,1.37076252,0.537108799
ABT-199,0.018197104,16505,0.595751312,1.170219564,1.480163944
ABT-199,0.019053637,10688,0.67288719,1.203161624,0.488150602
ABT-199,0.034736022,10327,0.565828688,1.46938291,11.21806968
ABT-199,0.016874007,17580,0.570206046,1.162642868,0.866587437
ABT-199,0.018328829,22203,0.731758642,1.216448804,0.929766434
ABT-199,0.020339975,8748,0.720398971,1.177928627,0.471506059
ABT-199,0.021737691,13814,0.532669614,1.245763157,1.233313274
ABT-199,0.013817531,8870,0.637674988,1.51056529,0.508159248
ABT-199,0.017565039,18219,0.721647281,1.277637248,0.58197152
ABT-199,0.015407753,13499,0.541464515,1.1513239,0.409191259
ABT-199,0.02000947,18610,0.735652986,1.201021235,1.542880828
ABT-199,0.013848787,9990,0.887591328,1.526701447,0.312783678
ABT-199,0.023542832,10646,0.789308904,1.395843082,1.240200232
ABT-199,0.018773811,13164,0.687823371,1.452453414,1.716162232
ABT-199,0.016757495,18735,0.711761948,1.172451444,0.289566926
ABT-199,0.018533938,12593,0.673816568,1.220313612,0.363230074
ABT-199,0.020322609,13273,0.745520494,1.218177924,0.584864046
ABT-199,0.013694364,8737,0.428214552,2.61200508,0.2583273
ABT-199,0.014056174,11699,0.598657775,1.15920256,0.320969348
ABT-199,0.020455748,13322,0.829184306,1.645797803,0.462714839
ABT-199,0.022661729,20704,0.787403824,1.265359823,0.753722284
ABT-199,0.031328062,10398,0.807699755,1.481862523,13.33856931
ABT-199,0.021456339,16239,0.467068007,1.137481688,0.637171889
ABT-199,0.021345856,13569,0.493504478,1.165469123,2.729480086
ABT-199,0.021056942,15267,0.267053655,1.166171849,0.366455417
ABT-199,0.016743944,13281,0.713438617,1.18913225,0.336419006
ABT-199,0.02104629,11991,0.632035033,1.132626817,0.619439826
ABT-199,0.023620237,18464,0.65325841,1.299937044,0.958205051
ABT-199,0.019820132,13370,0.564035492,1.167324376,0.658582266
ABT-199,0.016279172,12777,0.742135931,1.228529076,0.416123889
ABT-199,0.019336917,11326,0.431356854,1.175442143,0.749389096
ABT-199,0.023785914,8122,0.723040465,1.207919224,2.274330982
ABT-199,0.022197932,18206,0.527340924,1.137843533,0.836492999
ABT-199,0.022935666,10964,0.351468617,1.113058107,0.717930794
ABT-199,0.016669127,10604,0.66269306,1.336363261,1.128156346
ABT-199,0.019782833,11477,0.500520709,1.114486122,0.586186928
ABT-199,0.019793154,14142,0.531106319,1.114094799,0.656254673
ABT-199,0.01974071,13139,0.634695602,1.145629656,0.465586472
ABT-199,0.014976328,11827,0.708061998,1.199788163,0.259907923
ABT-199,0.017755109,8966,0.848652466,1.289862878,0.267019518
ABT-199,0.020571432,16495,0.605999594,1.14856263,0.379338776
ABT-199,0.013405598,17395,0.720708644,1.333360396,0.349414248
ABT-199,0.013850467,14107,0.367815506,1.339765909,0.299022152
ABT-199,0.017654393,12459,0.619396828,1.150286091,0.812124679
ABT-199,0.018473021,10759,0.701558718,1.159220257,0.351663256
ABT-199,0.016437295,13121,0.665273297,1.819403116,0.351272982
ABT-199,0.015401226,13322,0.657125836,1.822942024,0.287598646
ABT-199,0.035960744,11626,0.598807608,1.330941963,47.34921934
ABT-199,0.035908698,15821,0.501504486,1.218408582,23.84791115
ABT-199,0.020720744,19031,0.760464472,1.210177095,0.749591935
ABT-199,0.016034093,19417,0.445234711,1.159552693,0.513182529
ABT-199,0.014374653,16654,0.575089014,1.272316107,0.314019663
ABT-199,0.018826269,20158,0.246328251,1.127038441,0.673382244
ABT-199,0.021030027,16464,0.458118137,1.105162363,0.899916909
ABT-199,0.029798924,12381,0.201235909,1.192625367,13.86284009
ABT-199,0.014409137,17149,0.786344531,1.561316885,0.441443832
ABT-199,0.018448297,16671,0.718719168,1.202305065,0.665720826
ABT-199,0.017395352,17378,0.678297694,1.182924302,0.443441838
ABT-199,0.022988052,26170,0.655446219,1.153678934,1.36745889
ABT-199,0.013055637,15831,0.787858908,1.26049201,0.382893289
ABT-199,0.00880331,9446,0.684333272,1.457832959,0.154133539
ABT-199,0.019914935,22695,0.719843049,1.225901778,0.778380891
ABT-199,0.00994237,12985,0.484982606,1.395235541,0.413218891
ABT-199,0.02001005,16285,0.764913255,1.206341774,0.471072389
ABT-199,0.021462738,18288,0.666500482,1.315870433,1.139376145
ABT-199,0.022724202,17077,0.80032523,1.236819785,0.637834227
ABT-199,0.030017855,17582,0.466081151,1.115995898,1.60757037
ABT-199,0.02780802,20247,0.557993854,1.126164447,1.277150703
ABT-199,0.020998635,12386,0.763223864,1.23683575,0.440025778
ABT-199,0.022009156,17834,0.834572127,1.932510743,0.921466258
ABT-199,0.022926145,15284,0.812222444,1.432103579,0.691753946
ABT-199,0.021653296,12988,0.855188146,1.326205382,0.588836792
ABT-199,0.022519357,15248,0.212520692,1.118776047,0.826770355
ABT-199,0.02228304,12923,0.719586947,1.16607817,0.702134747
ABT-199,0.024256754,16975,0.827095134,1.724413217,1.437306917
ABT-199,0.020788086,10788,0.758331382,1.190221369,0.358398004
ABT-199,0.024114696,17119,0.723690926,1.193559574,1.390301354
ABT-199,0.023038235,17210,0.735674451,1.219182733,1.009961227
ABT-199,0.025262003,13554,0.664282107,1.144872021,0.759655403
ABT-199,0.023676686,20163,0.691520632,1.443561661,1.140470866
ABT-199,0.024929859,12138,0.780655362,1.326848137,0.823263581
ABT-199,0.020540673,13713,0.792868735,1.21464292,0.542133472
ABT-199,0.019922371,19535,0.741969985,1.233674776,0.501170691
ABT-199,0.024475857,15973,0.460343291,1.125698115,1.073713455
ABT-199,0.017739708,11734,0.807797434,3.084293917,0.633750566
ABT-199,0.021684466,19409,0.660502032,1.190005528,1.125693461
ABT-199,0.015117529,19454,0.740742429,1.22258845,0.387374229
ABT-199,0.01782039,17097,0.653771265,1.185403424,0.352684401
ABT-199,0.017471613,14625,0.535363195,1.181747959,0.822266156
ABT-199,0.018402162,11885,0.401518057,1.138934954,0.561254733
ABT-199,0.019133507,14821,0.644989878,1.149802434,0.497622433
ABT-199,0.017436315,18888,0.717346689,1.172010081,0.350812839
ABT-199,0.020401959,17436,0.595478673,1.12754131,0.48956046
ABT-199,0.016946572,9820,0.811236571,1.297434053,0.391105324
ABT-199,0.014188512,11208,0.584159052,1.237509963,0.294292216
ABT-199,0.019563231,11885,0.75497803,1.229832615,0.409697972
ABT-199,0.022720016,21515,0.54483933,1.132848475,0.496577881
ABT-199,0.025505265,16285,0.68148093,1.155206455,1.099289098
ABT-199,0.020234018,13256,0.427723175,1.164937466,0.469991125
ABT-199,0.019054697,15281,0.658418433,1.143805508,0.532197299
ABT-199,0.020706736,10910,0.445998191,1.192460102,0.533030827
ABT-199,0.021768188,14469,0.813584903,1.458378671,0.4195519
ABT-199,0.023722201,16640,0.693621501,1.240887198,0.773048786
ABT-199,0.024667382,19083,0.560999472,1.132118329,0.978233815
ABT-199,0.017802357,11022,0.793657085,1.779486282,0.493653485
ABT-199,0.024812409,13695,0.758170649,1.18507495,0.835190192
ABT-199,0.024204041,14828,0.615058986,1.166575147,0.830009871
ABT-199,0.020849173,11982,0.651803786,1.146601563,0.330596239
ABT-199,0.023103663,11692,0.54992883,1.119946656,0.516796469
ABT-199,0.023865939,12525,0.411706826,1.128261945,0.943695918
ABT-199,0.021002495,11457,0.817458335,1.339217866,0.473506699
ABT-199,0.022414107,9396,0.73327166,1.296139386,1.698646538
ABT-199,0.017758608,13250,0.815483074,2.229854468,0.426004554
ABT-199,0.020157823,26351,0.939203431,2.196106479,0.930984369
ABT-199,0.024250553,13177,0.440832031,1.136397938,0.714492929
ABT-199,0.024633392,11827,0.630301682,1.174669943,0.866019539
ABT-199,0.028849049,22420,0.621250042,1.220090871,2.068535666
ABT-199,0.024881687,12766,0.60852867,1.184663878,1.025711275
ABT-199,0.01942288,12176,0.810619643,1.25932059,0.443379097
ABT-199,0.024436187,17799,0.479072473,1.230413887,1.213798619
ABT-199,0.02535961,10473,0.596692724,1.134321955,0.940587435
ABT-199,0.026378538,16038,0.68362655,1.186196885,2.311786786
ABT-199,0.024294575,12505,0.693981176,1.184336192,0.632185466
ABT-199,0.020816412,17177,0.730283307,1.220848841,0.433777531
ABT-199,0.022087547,13388,0.77409345,1.233500643,0.590042143
ABT-199,0.017872832,8326,0.77507175,1.308378696,0.289895958
ABT-199,0.022067413,14195,0.484066455,1.164313687,0.552803706
ABT-199,0.020190725,15049,0.637138592,1.181851563,0.318489062
ABT-199,0.022776119,11257,0.643035586,1.157664659,0.601520174
ABT-199,0.026028254,19172,0.842398627,1.288421568,1.359338015
ABT-199,0.023506271,21221,0.584820258,1.122778325,0.860527404
ABT-199,0.026965389,18338,0.563815616,1.126432101,0.95613611
ABT-199,0.018327902,11740,0.753383114,1.371322129,0.491190902
ABT-199,0.019562259,14086,0.442243548,1.199363856,0.693080305
ABT-199,0.019930706,13816,0.717387931,1.160458295,0.379734713
ABT-199,0.02032602,13596,0.612172154,1.136323795,0.585539328
ABT-199,0.019859963,11923,0.562810609,1.361703128,1.118222994
ABT-199,0.014634986,19073,0.830370107,1.324685931,0.197649559
ABT-199,0.014632615,9036,0.655582562,1.490139275,0.658258558
ABT-199,0.012261572,24249,0.565966506,1.182185055,0.138809732
ABT-199,0.015113587,10673,0.624900771,1.226873072,0.213488164
ABT-199,0.012856149,14549,0.78963251,1.290558536,0.199991631
ABT-199,0.018181614,13278,0.742485748,1.232728975,0.618907014
ABT-199,0.014776977,12786,0.79645657,1.26843016,0.399630636
ABT-199,0.015428788,13329,0.870504126,2.213411598,0.602247827
ABT-199,0.021861406,8908,0.714258595,1.185517034,0.725213582
ABT-199,0.02122753,10346,0.754231515,1.25746566,0.627392728
ABT-199,0.018868753,8130,0.779379863,1.383425471,0.41995995
ABT-199,0.022241418,11768,0.7226563,1.212265149,0.45604518
ABT-199,0.024910185,14490,0.737674813,1.178323853,0.684293297
ABT-199,0.021498548,16735,0.674156272,1.153470618,0.381169734
ABT-199,0.024285082,30667,0.388845345,1.126029645,0.613818152
ABT-199,0.021653718,10069,0.747419557,1.214377037,0.621017515
ABT-199,0.01793521,8222,0.80254637,1.305167151,0.241273223
ABT-199,0.023826245,13830,0.752650012,1.270136522,0.965356665
ABT-199,0.023412478,9829,0.608753519,1.129464931,0.551595896
ABT-199,0.028962423,14898,0.693381642,1.182530784,1.315221089
ABT-199,0.020427122,14437,0.804950918,1.381876919,0.313879074
ABT-199,0.018733685,12158,0.369866797,1.166893969,0.33555332
ABT-199,0.025136885,11340,0.820054608,1.328496555,1.314540925
ABT-199,0.023999206,13743,0.639076198,1.294518887,1.118260313
ABT-199,0.019529854,13733,0.749256212,1.21984943,0.354576263
ABT-199,0.026911875,13961,0.566795856,1.293193716,1.901323026
ABT-199,0.019067537,18883,0.652339458,1.94881579,0.274125239
ABT-199,0.025232107,14499,0.45272722,1.130919827,0.957722862
ABT-199,0.025963654,19582,0.569977088,1.136364767,0.813521033
ABT-199,0.018058892,14996,0.693873517,1.191408692,0.398056005
ABT-199,0.02239358,13217,0.565301368,1.124320606,0.62583539
ABT-199,0.013256905,10517,0.442454258,1.273122881,0.242740063
ABT-199,0.018448892,18161,0.808042892,1.253989059,0.299692839
ABT-199,0.020353283,19812,0.634543992,1.147762947,0.463075419
ABT-199,0.013828989,8342,0.764546193,2.096719842,0.245879895
ABT-199,0.026799733,16742,0.717605819,1.176853444,1.235340653
ABT-199,0.014363436,12497,0.64981334,2.857286283,0.219671777
ABT-199,0.021765372,12539,0.60332622,1.141640547,0.785280399
ABT-199,0.018289231,10799,0.478090642,1.132286544,0.405171372
ABT-199,0.014432135,12370,0.806517032,1.71789768,0.2331047
ABT-199,0.021474083,13045,0.26185952,1.136058623,0.913245479
ABT-199,0.011076475,10625,0.803671788,2.201119948,0.045064275
ABT-199,0.020219285,9700,0.498216063,1.200120674,0.469186838
ABT-199,0.021829405,8301,0.656300086,1.272086011,0.643154301
ABT-199,0.021500904,15166,0.605230354,1.159239221,0.779180517
ABT-199,0.016288171,15257,0.229643672,1.333413559,0.246492907
ABT-199,0.017860722,11877,0.599875653,1.189819051,0.449640082
ABT-199,0.018662473,10027,0.628546306,1.238646457,0.423648181
ABT-199,0.01906025,15211,0.591860885,1.210898587,1.084393129
ABT-199,0.017919874,14557,0.692280227,1.178841207,0.508880844
ABT-199,0.016794173,12375,0.542774971,1.183812556,0.378975061
ABT-199,0.017017026,12742,0.628301667,1.128912647,0.516643863
ABT-199,0.014897623,10021,0.654748747,1.384720622,0.327382707
ABT-199,0.015500671,10224,0.572934413,1.190051519,0.341634529
ABT-199,0.027432723,14037,0.486713855,1.256359512,11.79998774
ABT-199,0.019089371,14000,0.809920535,2.298148843,0.370035732
ABT-199,0.016569025,14324,0.408649472,1.181890337,0.567354608
ABT-199,0.019895834,26157,0.812134163,2.063619527,0.968802502
ABT-199,0.012317867,10015,0.494350337,1.180859834,0.263117262
ABT-199,0.017323101,7943,0.614041586,1.18255021,0.25828793
ABT-199,0.024435441,21595,0.609254618,1.460280248,1.366212961
ABT-199,0.021301952,21639,0.718199529,1.380729305,1.356904838
ABT-199,0.013794393,10824,0.791976788,1.373527216,0.246269549
ABT-199,0.020573041,11926,0.643872513,1.149526843,0.575410976
ABT-199,0.014720075,15660,0.751288883,1.244112517,0.203534799
ABT-199,0.012918128,12256,0.630163547,1.261137988,0.167177579
ABT-199,0.02573344,21004,0.453486611,1.126931401,1.124177907
ABT-199,0.024977573,16345,0.538115453,1.120741833,0.864024196
ABT-199,0.021075593,28497,0.560925176,1.155367603,0.478625609
ABT-199,0.025436327,16263,0.630614326,1.129813203,1.095708827
ABT-199,0.021753632,26654,0.562924731,1.233166781,0.665558823
ABT-199,0.022764296,25013,0.57896944,1.15318241,1.118224038
ABT-199,0.019803182,16776,0.785859117,1.244820223,0.57776902
ABT-199,0.020597577,12728,0.74477484,1.298509804,0.617208024
ABT-199,0.020198263,14803,0.829094466,1.390343566,0.694102607
ABT-199,0.014023793,12152,0.652105169,1.165573298,0.242901299
ABT-199,0.014617661,16328,0.619626561,1.567110343,0.199946021
ABT-199,0.01854318,12345,0.732554145,1.378120268,0.405702082
ABT-199,0.019304529,18463,0.804580791,1.23675696,0.567723448
ABT-199,0.01756408,11840,0.730237386,1.275234358,0.432962767
ABT-199,0.021804299,28547,0.894910927,1.703973494,0.862469874
ABT-199,0.02093011,9561,0.76984856,1.23628758,1.06700656
ABT-199,0.015193068,13971,0.641496417,1.143351586,0.262550725
ABT-199,0.012793687,10197,0.775066486,1.249465765,0.283220328
ABT-199,0.013628593,13756,0.638806846,1.144322245,0.283865941
ABT-199,0.017355995,12533,0.766520177,1.328077499,0.521672696
ABT-199,0.017580731,15513,0.416030482,1.148368935,0.69010452
ABT-199,0.019931354,18789,0.532261014,1.113741327,0.518002431
ABT-199,0.011889707,12671,0.666756764,1.363742108,0.174721405
ABT-199,0.011098352,13379,0.709472877,1.187172916,0.161066772
ABT-199,0.01893806,10830,0.875037551,1.741264512,1.051836997
ABT-199,0.013952942,18689,0.774840182,1.28450522,0.278891797
ABT-199,0.022292093,11484,0.739402242,1.171444657,0.603894613
ABT-199,0.025948189,18985,0.672314135,1.179640302,1.085001966
ABT-199,0.024258109,9771,0.766856998,1.257728632,1.00093732
ABT-199,0.025454124,15144,0.891502419,1.525479772,1.231462441
ABT-199,0.028304179,12733,0.764937572,1.263344803,1.426811652
ABT-199,0.023467376,16001,0.770086236,1.299572977,1.176093251
ABT-199,0.027059311,13560,0.672881839,1.199980255,1.107559007
ABT-199,0.019355576,10009,0.877211948,2.377158704,0.210725511
ABT-199,0.025058789,12092,0.67931147,1.156257893,0.941844778
ABT-199,0.024076894,10519,0.794652799,1.23617006,0.691534964
ABT-199,0.029962889,12327,0.781809625,1.259165522,1.720772403
ABT-199,0.021471223,8329,0.919673761,1.535581335,0.440272558
ABT-199,0.026335016,13083,0.768695945,1.201106163,1.438304424
ABT-199,0.033011414,24234,0.531085764,1.132730083,2.549129801
ABT-199,0.021056834,14635,0.711917619,1.176956303,0.473967029
ABT-199,0.027882005,13836,0.643552146,1.158261976,1.019264373
ABT-199,0.023677554,13174,0.818588192,1.268595703,0.786272451
ABT-199,0.023857528,20757,0.838151237,1.464390329,1.250080982
ABT-199,0.025211376,12825,0.701423041,1.174128023,0.797038134
ABT-199,0.020382926,8465,0.439143679,1.767329141,0.354510194
ABT-199,0.024922793,12372,0.312542865,1.132932726,0.768848812
ABT-199,0.025560217,23571,0.576641426,1.154988679,1.008435112
ABT-199,0.027721913,9124,0.790868256,1.288704537,1.184523552
ABT-199,0.025179435,10972,0.355969661,1.139504737,0.787672399
ABT-199,0.030067577,12731,0.784688348,1.263212377,3.244847386
ABT-199,0.025436581,17306,0.586467804,1.141833426,0.807832996
ABT-199,0.024541035,24260,0.307775096,1.117084946,1.053408067
ABT-199,0.024502208,15377,0.368546803,1.112681721,0.62527743
ABT-199,0.023881323,16187,0.507550375,1.108548927,0.742667535
ABT-199,0.019858566,13339,0.771640019,1.312812001,0.503529839
ABT-199,0.019913123,10578,0.516208737,1.462762658,1.379062475
ABT-199,0.023166137,13804,0.57662824,1.296713794,0.699191446
ABT-199,0.02021938,23418,0.275021872,1.708876824,0.352093359
ABT-199,0.021043993,16159,0.626066961,1.138036259,0.519441649
ABT-199,0.022625087,12932,0.799814267,1.265014052,0.793900389
ABT-199,0.015589778,8653,0.744064525,1.348456313,0.042552393
ABT-199,0.016472291,13001,0.439443098,1.12193792,0.31276916
ABT-199,0.020041608,15353,0.76016813,1.270536936,0.389978104
ABT-199,0.01252177,9098,0.528521223,1.145874908,0.135445947
ABT-199,0.014863253,8631,0.579184889,1.170414605,0.144334788
ABT-199,0.015630553,13801,0.679277102,1.192985021,0.517328677
ABT-199,0.016532378,16909,0.650043483,2.899370953,0.339780071
ABT-199,0.027037475,14572,0.545799141,1.120653595,1.140067621
ABT-199,0.019120717,15347,0.488714706,1.165352679,0.529622349
ABT-199,0.017767501,17589,0.494572885,1.977121642,0.366040695
ABT-199,0.01333964,8579,0.690806368,1.660522828,0.2241246
ABT-199,0.017417283,12766,0.736493152,1.329058038,0.433977313
ABT-199,0.013087293,10334,0.902392644,2.004787569,0.194714945
ABT-199,0.014990196,9235,0.531536561,1.877610909,0.229020761
ABT-199,0.021105492,23889,0.791941929,1.84136796,0.71310438
ABT-199,0.020182986,27434,0.89580322,1.919794353,1.06809298
ABT-199,0.028611499,21559,0.581592024,1.139475972,1.345169158
ABT-199,0.017967182,16034,0.530136405,1.129722603,0.41556813
ABT-199,0.017030351,13849,0.597668061,1.298344718,0.761520457
ABT-199,0.025934932,23987,0.471200602,1.207761235,0.812349639
ABT-199,0.013534574,8534,0.636894908,1.229126597,0.265948339
ABT-199,0.01753501,8964,0.555677833,1.230697876,0.881582945
ABT-199,0.027698895,12252,0.902240283,3.076912205,5.790605271
ABT-199,0.022742135,18840,0.55558205,1.209625485,0.702795326
ABT-199,0.026890696,15423,0.594200218,1.157237327,2.327129944
ABT-199,0.02323725,23730,0.700880262,1.169081961,0.645854412
ABT-199,0.024596156,8116,0.764077912,1.755252014,4.328814325
ABT-199,0.020928323,22471,0.71376665,1.222854904,0.987587671
ABT-199,0.016119263,16586,0.588921435,1.573505683,1.116367566
ABT-199,0.018516986,27585,0.75673567,1.291551865,0.403188498
ABT-199,0.016296717,30240,0.437538749,1.421654095,0.41364461
ABT-199,0.019842286,22296,0.397056695,1.137172496,0.905006929
ABT-199,0.021755071,19114,0.443737757,1.130718292,0.775331365
ABT-199,0.027097387,30668,0.82256198,1.631364773,1.759495692
ABT-199,0.024899217,14974,0.657982424,1.174605409,0.825358433
ABT-199,0.02318645,17743,0.559208086,1.200587693,0.731864404
ABT-199,0.022258996,15101,0.712325807,1.174364856,0.504094067
ABT-199,0.020106707,11165,0.811167611,2.353371056,1.4132492
ABT-199,0.020900168,8505,0.695866752,1.330976726,0.309779916
ABT-199,0.021170471,10100,0.731528626,1.390056796,0.369505466
ABT-199,0.026782241,16927,0.767333382,1.224018434,1.115509036
ABT-199,0.022829283,9515,0.794431004,1.455630059,0.302505634
ABT-199,0.025332228,19061,0.595208414,1.196685102,1.372707261
ABT-199,0.029637271,17597,0.83369365,1.353304667,1.714961184
ABT-199,0.025850018,12299,0.720040669,1.165021771,0.73863036
ABT-199,0.021334079,14487,0.72299318,1.399429167,0.587877061
ABT-199,0.021078576,19226,0.847376642,1.739831069,1.225667395
ABT-199,0.027495751,8114,0.773493817,1.219157598,0.788614733
ABT-199,0.025450356,8015,0.766489226,1.199374781,0.534717295
ABT-199,0.024147996,7894,0.72330362,1.417752217,0.4892748
ABT-199,0.024828774,9787,0.769218014,1.610569837,0.784281517
ABT-199,0.024302468,13248,0.645633366,1.228919214,0.684265003
ABT-199,0.025097384,8668,0.80685047,1.217947916,0.520475515
ABT-199,0.023768409,15737,0.642541599,1.214685391,0.596138379
ABT-199,0.023984791,16116,0.793974249,1.276355982,0.809957114
ABT-199,0.022120898,15745,0.558524739,1.206866353,0.537820506
ABT-199,0.030957275,19837,0.480306625,2.18822651,5.88879032
ABT-199,0.015587105,13201,0.800422486,1.357095166,0.360410254
ABT-199,0.027076089,16525,0.8475981,1.733075635,1.09918541
