ImageNumber,ObjectNumber,Metadata_Cell,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_batch,Metadata_channel,Metadata_hour,Metadata_label,Metadata_time,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Granularity_10_BF,Granularity_11_BF,Granularity_12_BF,Granularity_13_BF,Granularity_14_BF,Granularity_15_BF,Granularity_16_BF,Granularity_1_BF,Granularity_2_BF,Granularity_3_BF,Granularity_4_BF,Granularity_5_BF,Granularity_6_BF,Granularity_7_BF,Granularity_8_BF,Granularity_9_BF,Texture_AngularSecondMoment_BF_3_00_256,Texture_AngularSecondMoment_BF_3_01_256,Texture_AngularSecondMoment_BF_3_02_256,Texture_AngularSecondMoment_BF_3_03_256,Texture_Contrast_BF_3_00_256,Texture_Contrast_BF_3_01_256,Texture_Contrast_BF_3_02_256,Texture_Contrast_BF_3_03_256,Texture_Correlation_BF_3_00_256,Texture_Correlation_BF_3_01_256,Texture_Correlation_BF_3_02_256,Texture_Correlation_BF_3_03_256,Texture_DifferenceEntropy_BF_3_00_256,Texture_DifferenceEntropy_BF_3_01_256,Texture_DifferenceEntropy_BF_3_02_256,Texture_DifferenceEntropy_BF_3_03_256,Texture_DifferenceVariance_BF_3_00_256,Texture_DifferenceVariance_BF_3_01_256,Texture_DifferenceVariance_BF_3_02_256,Texture_DifferenceVariance_BF_3_03_256,Texture_Entropy_BF_3_00_256,Texture_Entropy_BF_3_01_256,Texture_Entropy_BF_3_02_256,Texture_Entropy_BF_3_03_256,Texture_InfoMeas1_BF_3_00_256,Texture_InfoMeas1_BF_3_01_256,Texture_InfoMeas1_BF_3_02_256,Texture_InfoMeas1_BF_3_03_256,Texture_InfoMeas2_BF_3_00_256,Texture_InfoMeas2_BF_3_01_256,Texture_InfoMeas2_BF_3_02_256,Texture_InfoMeas2_BF_3_03_256,Texture_InverseDifferenceMoment_BF_3_00_256,Texture_InverseDifferenceMoment_BF_3_01_256,Texture_InverseDifferenceMoment_BF_3_02_256,Texture_InverseDifferenceMoment_BF_3_03_256,Texture_SumAverage_BF_3_00_256,Texture_SumAverage_BF_3_01_256,Texture_SumAverage_BF_3_02_256,Texture_SumAverage_BF_3_03_256,Texture_SumEntropy_BF_3_00_256,Texture_SumEntropy_BF_3_01_256,Texture_SumEntropy_BF_3_02_256,Texture_SumEntropy_BF_3_03_256,Texture_SumVariance_BF_3_00_256,Texture_SumVariance_BF_3_01_256,Texture_SumVariance_BF_3_02_256,Texture_SumVariance_BF_3_03_256,Texture_Variance_BF_3_00_256,Texture_Variance_BF_3_01_256,Texture_Variance_BF_3_02_256,Texture_Variance_BF_3_03_256
159,9,Mcf7,nan,0,0,14,nan,6,1,20240515,33581,68634,1376,1307,1007,1121,1200.922248,1205.946875,8.572242955,48592,0.8935049,206.7768293,1,0.489276452,0.116655583,345.3186583,375.6926936,53.53503526,17.86598277,15.8113883,184.1397525,155.0665322,-80.94151469,1901.949494,0.691080836,0.302927182,0.016857602,0.147284911,0.051235873,0.019045456,0.009556007,0.031391506,0.055330848,0.016885703,0.013766357,0.01461945,0.00240577,0.003301584,0.028236825,0.018241111,0.009745077,0.016481089,0.011275587,0.002734138,0.001887922,0.005812234,0.010876568,0.005920908,0.012832276,0.00541937,0.00916092,0.010417499,0.00054784,0.003721342,0.001900387,0.075312816,0,0.410865382,0.479410384,0.860836583,0.20273494,0.414039514,65.94609181,1.908219115,1.021816848,0.842377694,0.315250234,0.314920007,1.55E-05,0.243774091,0.157878498,0.394804865,0.37126026,0.401183617,0.384819704,0.235909698,0.300682939,0.232667524,0.263265692,0.59233004,0.481006355,0.597055213,0.545190064,0.791614594,0.900656845,0.788077394,0.840611602,0.07123641,0.063976231,0.072088191,0.067889738,1.964725485,2.065397553,1.955018082,2.011836346,-0.254139481,-0.164942602,-0.259136482,-0.211763251,0.660002517,0.556918539,0.664256354,0.615659866,0.882939478,0.856601745,0.885622903,0.87139211,6.471912555,6.465726571,6.467404597,6.470097051,1.723578809,1.743906638,1.712850399,1.735939699,0.921446601,0.858032364,0.922168232,0.894429736,0.289339075,0.289678826,0.288708939,0.289423857
159,10,Mcf7,nan,0,0,14,nan,6,1,20240515,76113,141192,1717,1586,1399,1142,1561.856976,1354.141802,14.78622075,98792,0.757437194,311.3038411,1,0.539074452,0.067630534,397.7451298,485.6439025,112.3076133,35.48337369,29.06888371,293.4950895,259.6909898,-35.78389636,3760.65025,0.770436877,0.410673673,0.011977126,0.213639834,0.039638052,0.012577629,0.001453092,0.044590119,0.029732159,0.016517413,0.003828582,0.000878338,0.001555529,0.02552693,0.007580726,0.014612385,0.009493913,0.004536743,0.005932195,0.001660696,0.000570644,0.024185232,0.011525861,0.005939702,0.007346933,0.006319809,0.004064917,0.004026413,0.004393456,0.002441413,0.000413614,0.120496812,0,0.623018678,0.683387816,1.023740441,0.22884556,0.459494001,63.26964988,2.11693645,1.15058605,0.152650159,0.314971073,0.326910994,0.429374146,1.089806471,0.250422484,0.349122219,0.320517198,0.346899501,0.32866192,0.260416524,0.340774343,0.266835636,0.309675737,0.611326147,0.491324754,0.600317276,0.537851742,0.832578784,0.954226485,0.842912206,0.908333209,0.067792337,0.059869134,0.066973871,0.062305594,2.187846211,2.313406543,2.196658613,2.271639517,-0.258653464,-0.15873067,-0.248531102,-0.192354641,0.691323417,0.573514111,0.681090749,0.619154854,0.871102765,0.838994292,0.86811926,0.84962469,6.141522704,6.136130491,6.141062328,6.139626473,1.920524998,1.940071274,1.921426009,1.942070087,1.079609426,0.999075968,1.06840164,1.030481806,0.335006488,0.334962578,0.333809319,0.335039386
159,11,Mcf7,nan,0,0,14,nan,6,1,20240515,64914,122850,1998,1519,1673,1141,1818.520134,1360.405737,8.698900839,85702,0.595171727,287.4909943,1,0.528400488,0.114957052,346.0878771,431.8564576,113.5957746,34.68944605,28.7923601,299.462727,278.1157133,37.51416242,2663.828786,0.757438566,0.440682781,0.104900685,0.159158057,0.037344981,0.050511434,0.021409333,0.018548014,0.025989742,0.023652417,0.011309706,0.013716058,0.00813185,0.016033204,0.020065404,0.023416968,0.011181906,0.011135219,0.001279705,0.00077039,0.002386954,0.000842708,0.01369409,0.005262495,0.007505316,0.004842234,0.003876101,0.007196515,0.007354195,0.008665853,0.003005126,0.098492707,0,0.514610007,0.548561688,0.857327541,0.199271754,0.40343234,63.00707932,3.284921905,1.862266761,0.476639528,0.158584891,0.371812671,0.266058218,0.824362653,0.192040046,0.295127317,0.266866757,0.294619113,0.274731516,0.309432942,0.438974359,0.309906845,0.379657813,0.690762234,0.562480872,0.689586874,0.62138052,0.914120046,1.070032222,0.912710433,1.007326334,0.045207697,0.039759439,0.045161707,0.041472694,2.54361157,2.710463642,2.543486742,2.650774069,-0.297072169,-0.187193377,-0.294964341,-0.227222958,0.767005829,0.654722632,0.765001889,0.702238298,0.855161347,0.816398045,0.854828119,0.82951156,6.116576026,6.112724359,6.114949289,6.11318125,2.21028468,2.225371195,2.210576031,2.233709104,1.69182936,1.567677834,1.686831172,1.625827024,0.500315576,0.501663048,0.499184504,0.501371209
159,12,Mcf7,nan,0,0,14,nan,6,1,20240515,41643,85536,1294,1487,970,1223,1142.346613,1336.704344,10.15993097,56723,0.754824759,230.2640101,1,0.486847643,0.098425866,310.8844813,323.0061919,77.78174593,23.48447303,20.51828453,225.2463119,203.917372,79.15762257,2305.798303,0.734146642,0.501375074,0.033234163,0.169288926,0.066727371,0.032870456,0.031189013,0.009218568,0.046911474,0.010751469,0.007141341,0.03723824,0.013453911,0.000661289,0.0031316,0.007908847,0.012028078,0.011012331,0.019098922,0.009939956,0.003178943,0.011912491,0.005772769,0.006289566,0.010178776,0.003135319,0.002155535,0.008157658,0.006209405,0.004991545,0.003863613,0.014866323,0,0.09463443,0.111162284,0.260279255,0.075183303,0.158577083,71.10848992,0.892254917,1.013737127,0.034453269,0.100160461,0.023505908,0,0.020073432,0.028988937,0.582040718,0.568088368,0.588101108,0.575140818,0.166149068,0.189312095,0.157866948,0.176421299,0.461968306,0.385673122,0.48777137,0.429035045,0.649774701,0.702302345,0.629884573,0.673754659,0.092861331,0.088140275,0.094685197,0.090741468,1.375600212,1.415982944,1.357956879,1.398295268,-0.196836795,-0.141262242,-0.217423084,-0.16776203,0.509336359,0.440046952,0.531021584,0.475293587,0.917226007,0.90621828,0.921277719,0.912368281,6.195351633,6.194588212,6.195077186,6.195566615,1.206947027,1.220459678,1.198239241,1.217511026,0.451469076,0.427011565,0.458525572,0.441554628,0.154404536,0.154080915,0.15409813,0.154493982
159,13,Mcf7,nan,0,0,14,nan,6,1,20240515,15564,37191,1192,1507,961,1346,1088.13422,1435.219031,3.862909957,20358,0.884556764,140.7718021,1,0.418488344,0.2588722,216.9480885,276.9043156,50.80354318,16.93114785,14.86606875,108.0883497,101.191652,59.59034944,869.2062402,0.764515178,0.258447236,0.025573852,0.156806731,0.03336399,0.023043987,0.006897243,0.069615937,0.03345482,0.014260988,0.004478169,0.011904496,0.00224482,0.022853375,0.012882678,0.018491072,0.00779703,0.004354413,0.00803317,0.005759852,0.000858918,0.003042244,0.001802029,0.011091345,0.011044704,0.004871895,0.003412758,0.009145164,0.00239906,0.003334938,0.000504344,0.023770242,0,0.121788515,0.13191487,0.24899528,0.07018258,0.153384583,70.97650835,1.050038572,0.087027519,0.009383326,0.0306026,0,0,0.133973533,0.049326571,0.713116125,0.703112056,0.716633219,0.714918601,0.111365319,0.128230883,0.112532142,0.114478349,0.418066865,0.321180424,0.397613607,0.38655987,0.504231708,0.552973077,0.507506735,0.513277957,0.105951018,0.101720244,0.105599336,0.10509787,0.919757795,0.942858833,0.910065798,0.913772413,-0.168353205,-0.104613242,-0.154869577,-0.147344602,0.394405452,0.314398489,0.376396093,0.367801939,0.944398089,0.936045266,0.943733929,0.942760826,6.202610861,6.199075934,6.196846664,6.196635852,0.807857153,0.813310363,0.797533655,0.799294064,0.271377343,0.249574611,0.261088987,0.258755625,0.095685665,0.094451374,0.093405282,0.093308493
159,14,Mcf7,nan,0,0,14,nan,6,1,20240515,63526,132415,1157,1711,802,1338,960.9607562,1536.018732,10.16012869,79029,0.398764556,284.4008005,1,0.479749273,0.09842395,306.6214421,373.207717,112.3076133,36.60353435,31.01612484,291.7505703,281.1882177,24.23255209,2847.936434,0.803831505,0.580676041,0.047942349,0.211988269,0.013730052,0.022477961,0.020348242,0.026717547,0.014217179,0.022528446,0.016866805,0.020406848,0.007582234,0.021767788,0.007772933,0.022301833,0.003786181,0.013043052,0.007144386,0.009871443,0.002691692,0.010017709,0.007132212,0.0030972,0.009425344,0.006956996,0.006076445,0.006714473,0.006651141,0.00404131,0.003074003,0.143086611,0,0.717693621,0.767500913,1.131910734,0.25146017,0.500470091,58.56729978,3.263459976,1.780294586,1.435593945,0.117469254,0,1.643671629,2.060854971,0.300769189,0.263764644,0.238566701,0.261799708,0.243766478,0.338329555,0.508709831,0.351777369,0.435038531,0.73779401,0.607061765,0.726896297,0.664080071,0.956512514,1.144119128,0.974699592,1.074454162,0.052025,0.044928982,0.050951047,0.046589226,2.766940522,2.960944689,2.78537526,2.900729602,-0.336362465,-0.222826928,-0.323652883,-0.258734454,0.820579347,0.72393289,0.811719627,0.76006547,0.850062697,0.808912618,0.844333406,0.818760935,6.170828372,6.172770922,6.171125694,6.168994917,2.387569119,2.398576288,2.393960373,2.412545917,2.242309847,2.080551205,2.224367623,2.155093776,0.64515985,0.647315259,0.644036248,0.647533077
159,15,Mcf7,nan,0,0,14,nan,6,1,20240515,47440,81209,2026,1722,1737,1441,1896.084085,1577.616168,15.58020167,61395,0.573103727,245.7691681,1,0.584171705,0.064184022,287.7568792,323.0479841,77.69813383,24.8347496,21.37755833,257.0795141,235.8118234,-71.49067238,3047.641015,0.77270136,0.571608798,0.039969052,0.191680509,0.034834857,0.013587903,0.036041004,0.017215795,0.033540498,0.012519422,0.016055565,0.030140797,0.002585316,0.007615974,0.008378372,0.010301906,0.011435042,0.01263053,0.001557014,0.003679739,0.008339045,0.004210272,0.01151141,0.005405538,0.011371987,0.001815962,0.004433887,0.00544373,0.00545162,0.006816528,0.004166827,0.081054098,0,0.409216399,0.43128476,0.619775414,0.143907281,0.286136389,66.7371212,2.713069075,1.270194327,1.362073798,0.416071941,0,0.495915869,1.212018865,0.170090853,0.346122581,0.320181983,0.345381175,0.328253183,0.291952244,0.383211106,0.294078569,0.354945448,0.657857419,0.550149944,0.65548041,0.581658612,0.888490363,1.013045142,0.891953276,0.976037078,0.059428119,0.052890616,0.059279368,0.054757984,2.331562634,2.453928025,2.335998465,2.411704621,-0.268029146,-0.173916039,-0.264782175,-0.203248793,0.716968402,0.611052739,0.713993339,0.648475456,0.861983197,0.830402513,0.861331326,0.840046503,6.166106566,6.156383861,6.164577705,6.157977106,2.022381151,2.039271941,2.023014607,2.037295205,1.414659327,1.320517063,1.413101964,1.341972227,0.426652893,0.425932042,0.426795133,0.424229419
159,16,Mcf7,nan,0,0,14,nan,6,1,20240515,16140,31059,1247,1652,1044,1499,1152.18767,1586.695353,8.992128623,22263,0.70804974,143.3530127,1,0.519656138,0.111208374,186.1862342,224.45044,46.86149806,14.28000965,11.70469991,145.0915767,131.4777483,-61.48166264,1350.479364,0.724969681,0.406500889,0.060101447,0.179857289,0.034518767,0.0454809,0.016459733,0.023134244,0.028576974,0.012131633,0.014169737,0.022445469,0.009658179,0.007606959,0.012765014,0.011668697,0.00814275,0.008264293,0.013942055,0.014190122,0.003402887,0.000373907,0.008379508,0.007870764,0.003386708,0.004832647,0.008014235,0.002574782,0.009744859,0.008387656,0.004119055,0.063953428,0,0.363376876,0.431266492,0.72205247,0.170221211,0.350329609,69.48433482,0.785412223,0.419186572,0.249222239,0.185598353,0,0.514402249,0.713183751,0.110926235,0.297734856,0.276529399,0.300498168,0.28344337,0.241335979,0.284689319,0.235879737,0.27706385,0.740801688,0.693972858,0.744375922,0.700946285,0.797254916,0.864183283,0.789069194,0.854121484,0.08676283,0.078680416,0.087975515,0.080052311,2.359168071,2.45375397,2.349316742,2.425698272,-0.399077019,-0.335621261,-0.400100959,-0.350591683,0.831592661,0.792637047,0.831378358,0.802133969,0.879332011,0.858061459,0.88221942,0.861952499,5.679828042,5.686476242,5.692838654,5.686604319,2.117832092,2.166050948,2.112066263,2.145133521,1.620836478,1.575860157,1.609640757,1.57587317,0.465543114,0.465137369,0.461380124,0.463234255
159,17,Mcf7,nan,0,0,14,nan,6,1,20240515,28564,51260,1226,1843,993,1623,1120.02055,1719.299363,8.97844917,36463,0.462223366,190.7060942,1,0.557237612,0.111377809,211.5914889,237.9768896,70.85901495,22.13155884,18.78829423,210.5945132,187.6316159,59.14530502,1795.209378,0.783369443,0.597126052,0.029113039,0.202242389,0.022208138,0.007819734,0.030987829,0.020479192,0.01692216,0.010997903,0.008890299,0.022931109,0.022745824,0.021038814,0.009984011,0.006539941,0.013973415,0.005399842,0.007811103,0.017219367,0.004402165,0.000633167,0.006506654,0.002972951,0.009927044,0.006472119,0.007733763,0.008817085,0.000199465,0.005852351,0.004177874,0.171468521,0,0.863011116,0.90775204,1.289573222,0.280933086,0.552931121,55.4917073,3.225095853,1.99192842,1.179410511,0.335561383,0.038899971,2.192224314,2.6124361,0.360868481,0.208516369,0.182630295,0.202983046,0.191813776,0.337217852,0.485141465,0.359125594,0.415406901,0.752159645,0.640811402,0.736468359,0.694904652,0.946688842,1.116794321,0.972977004,1.039463372,0.059847078,0.050847517,0.057912564,0.054300774,2.894443645,3.088693518,2.930165983,3.005313035,-0.345799461,-0.23014567,-0.326436989,-0.283322581,0.837759414,0.743064617,0.825328375,0.793199957,0.838714065,0.790211729,0.82924024,0.809813171,5.786964194,5.787296234,5.786043425,5.787022249,2.530083722,2.536427346,2.54261924,2.546222268,2.3840327,2.216177381,2.366358095,2.307721486,0.680312638,0.675329712,0.681370922,0.680782097
159,18,Mcf7,nan,0,0,14,nan,6,1,20240515,105738,193496,1869,1927,1333,1566,1589.742883,1775.452004,24.33420823,143464,0.697974435,366.9193412,1,0.546460909,0.041094413,463.0732381,553.7815454,133.0338303,40.09236654,33.01514804,345.989745,331.6172468,-86.20685496,5686.291086,0.737035075,0.438999729,0.04468116,0.197712466,0.033880056,0.032758233,0.017681841,0.023925438,0.027786308,0.015005592,0.00333333,0.019320908,0.010026522,0.008210382,0.013581028,0.022089386,0.009250885,0.016770462,0.010604919,0.016038539,0.001952105,0.004992784,0.006290308,0.011036055,0.013087118,0.00459613,0.007312825,0.001662596,0.00981854,0.002636955,0.001676218,0.165041713,0,0.837709983,0.895671873,1.290404292,0.283395681,0.559732525,55.58885458,3.230316653,1.755903512,0.626958066,1.681579754,0.1459681,1.850726565,2.373880098,0.346137351,0.241616458,0.21165688,0.238875274,0.223357712,0.342455912,0.499498246,0.353484243,0.43829876,0.712561647,0.580429032,0.702565506,0.631991561,0.959976584,1.138257881,0.974664815,1.076258989,0.050547819,0.043241416,0.049779832,0.045804074,2.77232426,2.96981847,2.788824413,2.89919776,-0.308499664,-0.187959437,-0.296745197,-0.231213578,0.797643025,0.678201478,0.788403682,0.728956886,0.841868407,0.794387197,0.83745977,0.812822563,6.247608644,6.240593361,6.243901958,6.241085171,2.396084719,2.408479707,2.398074664,2.404474931,2.04035702,1.881497032,2.023403781,1.943705095,0.595703233,0.59524882,0.594222006,0.595500964
160,1,Mcf7,nan,0,0,15,nan,6,1,20240515,80845,120120,1279,702,967,317,1145.99499,507.1472942,7.742381004,94080,0.628415127,320.834928,1,0.673035298,0.129159234,378.2013651,418.2977408,118.92855,37.93214254,32.69556545,301.9953956,294.194581,16.68098832,2804.586145,0.859321854,0.564157551,0.045070124,0.202016839,0.044998917,0.022359373,0.029889457,0.012244218,0.026392006,0.005795108,0.016780029,0.024239009,0.014443932,0.015954842,0.014031588,0.002000393,0.012602718,0.012593163,0.003626876,0.008781131,0.002900804,0.001860208,0.009103018,0.00163874,0.015338748,0.006737425,0.004701889,0.005747061,0.005782402,0.005218275,0.006596727,0,0,0,0.120685754,0.188764371,1.800852287,0.99505257,64.73470115,2.556844809,2.076949385,0.269603666,0.816676794,0.695100974,0,0.535394203,0.052333756,0.364173261,0.333678334,0.361746803,0.346335347,0.247120072,0.322304752,0.247454098,0.30228049,0.663637648,0.56239308,0.662959376,0.589163846,0.81529546,0.933166163,0.814856419,0.905416458,0.063981752,0.056663767,0.06359923,0.059491217,2.199755864,2.330780811,2.20374041,2.291321804,-0.299225831,-0.201185044,-0.296511036,-0.23109446,0.734062936,0.637408453,0.731898246,0.671169256,0.880533598,0.849417676,0.879152805,0.86212666,5.958859994,5.956520627,5.959976636,5.95676571,1.937997011,1.974507141,1.942994669,1.957020268,1.222248132,1.150728406,1.220939208,1.16925743,0.367342051,0.36825829,0.367098326,0.36788448
160,2,Mcf7,nan,0,0,15,nan,6,1,20240515,98534,163680,1694,686,1254,314,1431.847667,479.3340674,6.758710021,115207,0.653557012,354.1996405,1,0.601991691,0.147957228,422.9678809,499.009018,140.5773808,46.27478052,39.44616585,346.4908645,320.1347833,-75.69166455,2892.876513,0.855277891,0.486565366,0.069873006,0.201004627,0.032663819,0.037419769,0.017646753,0.012218437,0.027205586,0.02203094,0.018540174,0.007434483,0.010638773,0.014144832,0.004544274,0.021077471,0.012341558,0.019468311,0.007049272,0.009015182,0.004551363,0.005479513,0.006538633,0.005965948,0.013775328,0.000413571,0.009827777,0.003554099,0.002332431,0.004198186,0.007411378,0,0,0,0.016536683,0.025694116,0.507989644,0.580827226,71.0657146,1.373553998,1.141201209,0.225224432,0.088888218,0.106308329,0,0.078417796,0.007128007,0.604704024,0.583956393,0.603526683,0.593898144,0.154377545,0.189402268,0.159185327,0.173578533,0.524009936,0.410201214,0.504758908,0.46308119,0.621314193,0.703073832,0.633462011,0.667246874,0.076813569,0.071717427,0.07635223,0.07406712,1.38918365,1.451603249,1.394597916,1.424324137,-0.230426913,-0.1433858,-0.216527241,-0.181016669,0.550971977,0.448169352,0.535960524,0.496834872,0.922998213,0.907359362,0.921529018,0.914710482,5.976865703,5.973113045,5.974855635,5.975104773,1.233584463,1.254399819,1.232143694,1.246662144,0.494281143,0.452858355,0.483674603,0.472994206,0.162164672,0.160565156,0.160714982,0.161643185
160,3,Mcf7,nan,0,0,15,nan,6,1,20240515,43709,99997,1090,818,813,457,958.4964195,647.8574207,11.23588834,60129,0.616811826,235.906819,1,0.437103113,0.089000528,283.1056163,360.0347205,83.43860018,23.31224959,18.60107524,249.649825,222.8354449,16.3933861,2484.243,0.726920454,0.429327659,0.029015916,0.210446298,0.025441218,0.014139836,0.004848581,0.032497877,0.014320463,0.022883175,0.007170547,0.003622162,0.005129493,0.020858531,0.00692272,0.029321866,0.007301483,0.007516353,0.010956603,0.004659224,0.00241981,0.01486456,0.006688583,0.012604179,0.00905266,0.006440883,0.001683284,0.006139652,0.001215463,0.005499388,0.00199358,0,0,0,0.176837125,0.267625398,2.475951624,1.228291513,57.61141322,5.212339264,1.821797369,0.939691197,2.361538974,1.293710615,0,0.860991842,0.077048985,0.197982065,0.1697981,0.191637909,0.183346773,0.464100968,0.716674351,0.504845984,0.603522733,0.651724974,0.466949496,0.623042652,0.547340993,1.102658815,1.315684899,1.142697163,1.232034385,0.044701728,0.037363444,0.043077857,0.040305617,3.01283304,3.227862475,3.053621191,3.137929724,-0.233405498,-0.114079793,-0.212287867,-0.158974536,0.740894635,0.568583577,0.718181295,0.646818182,0.805084581,0.746364448,0.793082407,0.772822136,5.996958521,5.989856092,5.998368679,5.98850017,2.491231724,2.4652741,2.496786922,2.475571125,2.2010397,1.972280434,2.173685085,2.063044036,0.666285167,0.672238696,0.669632767,0.666641692
160,4,Mcf7,nan,0,0,15,nan,6,1,20240515,47575,67914,1501,909,1270,615,1394.963615,751.2726852,3.747177283,52636,0.68070831,246.1186123,1,0.700518303,0.266867544,294.8558338,321.7732121,94.70480452,33.31519037,29.12043956,226.2924512,215.9979883,1.721777678,1496.740295,0.903849077,0.581748309,0.09750354,0.175876014,0.042151003,0.040406225,0.014203047,0.0244561,0.039287664,0.022304604,0.020200499,0.006255803,0.012073502,0.005424585,0.00343634,0.008550901,0.002307869,0.014411884,0.015064036,0.009157809,0.003190269,0.010892803,0.006658908,0.008637109,0.006363841,0.009405187,0.001744679,0.004930362,0.004863192,0.004067824,0.003796451,0,0,0,0.096986811,0.147131197,1.562442198,0.877316265,64.93249349,4.500414375,2.677064028,0.000571405,0.560938943,0.643507831,0,0.464450557,0.042326293,0.307307068,0.290577767,0.312652973,0.289877794,0.33745087,0.481873178,0.320885409,0.475760405,0.772747881,0.673435842,0.782008984,0.677963456,0.946989677,1.105053484,0.92775355,1.106114827,0.045997198,0.041471282,0.046964519,0.041283778,2.696666685,2.842754366,2.668666338,2.839985594,-0.367368794,-0.27567845,-0.380641033,-0.279571719,0.838373943,0.77269957,0.845460268,0.776321872,0.859510707,0.830435516,0.864974648,0.829268172,5.933183605,5.923358141,5.932604814,5.927270359,2.325830607,2.324843542,2.312486923,2.32931565,2.632386085,2.469296848,2.623138746,2.478937837,0.742459239,0.737792506,0.736006039,0.73867456
160,5,Mcf7,nan,0,0,15,nan,6,1,20240515,83215,161322,1809,894,1475,411,1637.597549,656.1678784,13.55886318,100569,0.858696266,325.5036539,1,0.515831691,0.073752496,469.7110909,522.082369,103,33.47391286,29.41088234,260.4252314,240.7198183,-33.25744057,3765.45429,0.827441856,0.38870779,0.046628437,0.178899718,0.05481392,0.038922959,0.016956276,0.027458089,0.049330576,0.01445612,0.019251119,0.023010216,0.005240939,0.000167095,0.010264284,0.01286701,0.007435337,0.00901939,0.007312419,0.006292569,0.002828453,0.000167133,0.007395268,0.003842425,0.008639049,0.004044106,0.008130241,0.009422407,0.004151965,0.005059154,0.001335973,0,0,0,0.062912583,0.099898503,1.413241026,0.892224902,66.60583301,3.854710259,1.554981324,0.007729263,0.346948303,0.414929149,0,0.297802554,0.027421366,0.338885166,0.316469923,0.340701103,0.322764413,0.364176687,0.528594227,0.34125643,0.4721586,0.713807565,0.582178979,0.738952847,0.634395789,0.967192084,1.124075343,0.948605704,1.082095451,0.031493527,0.028519508,0.031897299,0.029304214,2.524887,2.670977903,2.511266022,2.634534006,-0.299055495,-0.206855923,-0.314234661,-0.229967646,0.767108419,0.678256236,0.779675761,0.704055494,0.857799706,0.828053841,0.86148943,0.836326023,5.929861068,5.926676636,5.937315176,5.931100514,2.145495999,2.153025945,2.148036341,2.150550054,2.180801046,2.001648151,2.273263029,2.110736159,0.636244433,0.632560594,0.653629865,0.64572369
160,6,Mcf7,nan,0,0,15,nan,6,1,20240515,99607,154008,1344,1084,972,670,1137.145833,865.2380254,9.765884606,114022,0.710148134,356.1229722,1,0.646765103,0.102397278,433.8978872,447.6293109,138.2931669,46.79730241,41.43669871,345.7239016,305.4868015,-30.83809867,3496.275575,0.873577029,0.632940587,0.039816546,0.18318466,0.077146796,0.007955303,0.026645153,0.025027299,0.025623921,0.014780763,0.018355246,0.024576945,0.006545944,0.004841954,0.025222773,0.011462016,0.010231548,0.005101256,0.002318014,0.005530688,0.005853352,0.008355975,0.003669455,0.006628254,0.002944055,0.007637683,0.006536355,0.008106592,0.008031328,0.00609076,0.001811526,0,0,0,0.139013835,0.213696546,2.058653417,1.074499568,64.55049006,1.974267163,1.587951537,0.630057023,1.338845334,0.980626395,0,0.675124938,0.060502386,0.397312787,0.373594677,0.399160547,0.380228592,0.226099136,0.283897164,0.223457121,0.261523005,0.630104953,0.536007096,0.634681904,0.573128474,0.774471335,0.876325002,0.770341315,0.837836533,0.072774403,0.066053776,0.073306192,0.068130124,2.033342135,2.137132536,2.028773356,2.103176173,-0.284332999,-0.19827119,-0.289004529,-0.227969183,0.700224433,0.612554932,0.704337744,0.646464495,0.88788968,0.864601935,0.889533373,0.87224639,6.1896415,6.188332539,6.189681836,6.188873698,1.801509664,1.826559489,1.797827825,1.826515259,0.996405127,0.939816223,0.999899309,0.963777765,0.305626066,0.305928347,0.305839108,0.306325192
